3121	96
347	21
1091	101
1280	506
1776	3465
2354	17
1205	380
104	664
672	1526
936	2421
451	211
330	99
151	59
105	71
4315	856
1105	831
1227	9
1144	829
666	12
1669	1001
1031	212
500	3139
146	182
38	10
300	279
761	84
1403	220
1760	3895
1153	2148
2731	1027
8	1056
5	684
316	110
3329	340
2700	29
2518	805
508	356
1690	538
72	7
236	648
2121	195
605	1119
416	3444
2191	0
454	558
1198	304
33	159
1080	47
2259	77
1232	4
1069	1289
100	2710
381	48
56	231
411	171
707	732
3821	412
1926	752
419	251
850	77
2949	284
1228	9
1777	6
800	82
386	9
1091	92
601	55
432	40
21	374
3530	2683
1304	786
485	228
4506	302
103	148
193	657
1618	32
1793	73
618	38
480	41
167	71
5	2056
1506	905
165	870
717	142
1120	348
999	24
39	644
3667	103
3150	207
88	1903
747	451
1468	589
922	47
1901	339
963	37
4160	12
1030	52
23	1797
826	166
4836	2246
2194	3040
3	892
496	229
1074	758
2329	2877
3588	326
1299	883
1423	35
175	170
142	1366
3104	301
833	24
124	793
3780	594
940	278
466	511
1115	1336
186	103
747	312
325	34
98	1
58	19
8	251
1659	73
529	519
895	298
171	113
886	980
446	614
256	79
1148	405
118	201
352	48
98	316
408	11
1235	423
924	82
4204	84
719	1162
532	619
2174	338
37	229
2045	0
2970	10
513	651
227	117
780	72
1105	284
74	443
1456	728
28	214
181	1198
747	322
1270	160
4215	4605
87	718
255	566
295	441
1149	1729
2350	2544
1492	106
152	55
4207	2522
278	3
2936	298
2802	867
170	35
479	383
15	32
3	1612
67	29
3165	206
2181	75
192	374
345	35
118	1323
514	368
3108	1250
790	314
580	355
414	644
542	528
55	23
1259	426
43	229
37	769
1040	31
1252	19
640	971
882	1675
1595	788
255	1164
2667	250
820	10
736	2280
1771	31
1062	367
947	1466
1847	37
3409	61
189	40
599	2012
2878	1439
500	1769
351	103
549	2133
5	319
646	1747
164	205
1246	7
223	10
1142	138
2850	4
3824	7
500	2153
1	818
2461	1011
500	983
131	1105
533	28
542	1
519	17
815	248
1943	314
2472	466
746	245
4372	3182
1017	843
2386	1423
2446	78
69	329
1426	3242
394	146
159	42
1690	469
1	2434
3880	1175
1697	1456
91	1433
67	40
43	1191
3787	4
3853	4
132	667
2467	592
18	378
27	1453
2223	481
92	239
3435	135
184	495
1416	69
2506	14
1039	153
1434	905
365	551
185	57
167	1424
423	2120
39	173
387	980
979	3690
21	395
374	659
2697	32
2157	515
1988	62
165	156
2923	2504
1328	135
2799	84
274	52
3183	131
2955	6
340	43
3004	1573
401	55
441	26
242	831
670	1386
2921	883
37	1455
216	673
442	138
465	33
640	625
2391	599
228	130
19	1230
728	34
2160	0
313	1053
666	1402
2122	1379
265	30
1431	43
535	13
812	41
1990	59
1008	1012
855	1447
3167	0
383	150
1414	109
435	205
259	7
2558	666
678	153
1	1381
820	1489
509	63
2631	245
2502	1322
1595	72
1072	107
1220	125
1682	845
2155	283
33	702
849	1422
668	2650
809	219
2127	67
455	1165
413	306
835	18
285	72
278	203
1084	1000
8	3521
2506	234
1114	586
679	211
346	102
1721	1741
2903	321
1958	2838
1123	178
767	33
1868	3
2942	727
717	636
329	9
987	386
2681	42
4149	2399
757	580
1272	121
9	1501
545	68
1870	275
653	188
2105	59
3655	34
167	78
4611	10
2831	847
2009	372
161	124
812	1372
288	395
33	2
760	673
585	166
1469	426
263	193
396	333
1096	83
161	11
801	21
98	213
406	134
532	2478
3851	3677
243	98
122	90
23	923
2278	1862
1239	48
1481	158
37	963
2367	638
869	547
329	102
445	239
655	1000
1400	78
743	16
117	40
1450	3989
1430	63
596	2944
566	636
90	250
142	91
1326	47
375	29
2043	231
1	2368
631	2
1610	734
1483	226
880	181
296	308
2290	3
2646	647
366	194
316	39
624	2
2809	76
293	327
1030	14
1717	64
289	2342
852	753
137	363
738	3378
3564	194
270	215
60	1289
1773	216
131	60
2551	361
28	274
678	445
781	50
340	772
1094	1081
3427	11
1263	3448
110	2373
246	136
44	1585
270	490
419	2035
1553	147
755	25
3261	323
679	265
2051	153
137	68
1810	25
303	104
2140	151
2064	101
118	1816
105	242
1636	681
1271	23
2011	36
1051	24
1996	45
86	818
2958	101
2457	135
3467	268
1880	99
1929	9
962	45
588	457
520	246
1682	1012
771	211
1	1184
1732	909
51	1677
3034	342
3732	650
143	26
687	2396
257	3
8	355
762	187
1608	116
1188	484
103	2663
2194	91
312	1200
4247	483
182	250
0	344
0	331
442	128
122	506
1952	578
122	641
136	1499
360	268
1161	765
58	232
896	647
2449	72
980	679
2548	440
39	437
235	1398
884	97
1534	328
1392	4583
355	15
801	84
1370	370
1821	1266
359	64
3029	1726
1205	265
1	1036
2539	6
999	0
1017	62
265	322
618	116
295	1707
959	1837
1120	41
449	111
59	4361
614	2213
15	17
2940	898
696	15
1758	76
886	720
875	3461
1619	715
176	213
719	968
378	53
178	467
52	487
1995	41
528	468
1	524
117	575
715	771
4461	517
1284	1132
598	38
698	2
679	970
4285	15
110	159
8	237
143	265
1603	38
516	12
530	981
2755	4
33	2830
179	323
70	1362
1593	2039
1037	34
2651	103
939	919
530	958
723	1731
49	781
724	284
1969	4
3911	1332
493	1579
1145	164
632	226
2715	808
1343	198
88	981
112	105
720	1747
66	85
3217	2052
490	399
1659	101
4471	3612
1449	975
1126	45
2588	0
4884	40
609	404
479	202
2328	4
719	1081
3074	1946
2470	473
454	103
545	339
3282	2069
2098	6
241	412
372	998
550	180
1265	447
270	51
1549	224
158	29
3659	349
2597	84
1449	1012
2293	4196
1389	68
118	975
1881	1159
167	42
3294	117
1481	747
4332	33
167	18
1150	332
3369	491
4168	1893
99	1044
319	95
702	6
60	260
204	495
567	1537
1795	703
26	355
4429	2
181	520
2837	1253
1024	387
672	103
1	542
350	20
1912	2400
3483	74
352	653
2612	194
646	136
492	75
399	211
2386	174
1	1769
1363	1678
1861	218
2719	2983
2321	24
2455	416
389	146
2199	128
1324	309
100	2626
718	37
550	371
1302	13
2762	0
3	1198
2438	2265
1573	2564
236	45
204	689
99	2343
52	233
136	509
513	1148
738	1226
87	126
205	58
1902	240
2348	77
3095	4099
310	649
792	313
1273	614
360	108
1811	534
240	270
944	72
2954	1977
9	576
923	44
272	22
8	2399
0	3466
763	1185
9	1110
383	11
342	27
11	618
2039	885
1286	3480
1838	27
195	287
950	928
1646	353
411	958
246	574
1433	2594
539	11
26	452
617	985
734	74
1377	184
1216	1944
1166	42
419	795
1463	10
371	95
137	201
